2015-12-16 18:51:33.7057|Info|Sensor_Service.Sensor..ctor| message :  Avvio Servizio Sensor 
2015-12-16 18:52:07.8260|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:07.8260|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:07.8260|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 6 
2015-12-16 18:52:07.8260|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:07.8260|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:07.8260|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 5 
2015-12-16 18:52:07.8260|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:07.8260|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:07.8260|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 4 
2015-12-16 18:52:07.8260|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:07.8260|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:07.8260|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 3 
2015-12-16 18:52:07.8260|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:07.8260|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:07.8260|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 2 
2015-12-16 18:52:07.8340|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:07.8340|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:07.8340|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 1 
2015-12-16 18:52:07.8340|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:07.8340|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:08.8361|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:09.8372|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:10.8382|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:11.8393|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:12.8403|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:13.8414|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:14.8424|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:15.8435|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:16.8446|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:17.8456|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:17.8456|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 7 
2015-12-16 18:52:17.8456|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:17.8456|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:17.8456|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 6 
2015-12-16 18:52:17.8456|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:17.8456|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:17.8456|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 5 
2015-12-16 18:52:17.8456|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:17.8456|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:17.8456|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 4 
2015-12-16 18:52:17.8496|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:17.8496|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:17.8496|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 3 
2015-12-16 18:52:17.8496|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:17.8496|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:17.8496|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 2 
2015-12-16 18:52:17.8496|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:17.8496|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:17.8496|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 1 
2015-12-16 18:52:17.8496|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:17.8496|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:18.8537|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:19.8547|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:20.8558|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:21.8569|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:22.8579|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:23.8590|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:24.8600|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:25.8611|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:26.8621|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:27.8632|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:27.8632|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 7 
2015-12-16 18:52:27.8632|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:27.8632|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:27.8632|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 6 
2015-12-16 18:52:27.8652|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:27.8652|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:27.8652|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 5 
2015-12-16 18:52:27.8652|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:27.8652|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:27.8652|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 4 
2015-12-16 18:52:27.8652|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:27.8652|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:27.8652|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 3 
2015-12-16 18:52:27.8652|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:27.8652|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:27.8652|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 2 
2015-12-16 18:52:27.8652|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:27.8652|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:27.8652|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 1 
2015-12-16 18:52:27.8652|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:27.8652|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:28.8733|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:29.8743|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:30.8754|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:31.8764|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:31.9975|Info|Sensor_Service.ConnectionSetAndOpen.DoAcceptSocketCallback| message :  Client connected: 127.0.0.1:7000  
2015-12-16 18:52:32.8775|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:33.8785|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:34.8796|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:35.8807|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:36.8817|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:37.8828|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:37.8828|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 7 
2015-12-16 18:52:37.8828|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:37.9438|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_READ_MESSAGE 
2015-12-16 18:52:38.1068|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:38.1068|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 6 
2015-12-16 18:52:38.1068|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:38.1068|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_READ_MESSAGE 
2015-12-16 18:52:38.1068|Info|Sensor_Service.TickData.convertDataAndSendToDB| message :  message Slave: 1 convertito 
2015-12-16 18:52:40.3129|Info|Sensor_Service.TickData.convertDataAndSendToDB| message :  message Slave: 2 convertito 
2015-12-16 18:52:40.3129|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:40.3129|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 5 
2015-12-16 18:52:40.3129|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:40.3129|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_READ_MESSAGE 
2015-12-16 18:52:42.8650|Info|Sensor_Service.TickData.TimeOutMaxWaitResponse| message :  Slave Address 3: message Timeout 
2015-12-16 18:52:42.8650|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:42.8650|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 4 
2015-12-16 18:52:42.8650|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:42.8650|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_READ_MESSAGE 
2015-12-16 18:52:45.3682|Info|Sensor_Service.TickData.TimeOutMaxWaitResponse| message :  Slave Address 4: message Timeout 
2015-12-16 18:52:45.3682|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:45.3682|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 3 
2015-12-16 18:52:45.3682|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:45.3682|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_READ_MESSAGE 
2015-12-16 18:52:47.8704|Info|Sensor_Service.TickData.TimeOutMaxWaitResponse| message :  Slave Address 5: message Timeout 
2015-12-16 18:52:47.8704|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:47.8704|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 9 
2015-12-16 18:52:47.8704|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:47.8704|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_READ_MESSAGE 
2015-12-16 18:52:50.3725|Info|Sensor_Service.TickData.TimeOutMaxWaitResponse| message :  Slave Address 6: message Timeout 
2015-12-16 18:52:50.3725|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:50.3725|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 8 
2015-12-16 18:52:50.3725|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:50.3725|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_READ_MESSAGE 
2015-12-16 18:52:52.8746|Info|Sensor_Service.TickData.TimeOutMaxWaitResponse| message :  Slave Address 7: message Timeout 
2015-12-16 18:52:52.8746|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:52.8746|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 7 
2015-12-16 18:52:52.8746|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:52.8746|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_READ_MESSAGE 
2015-12-16 18:52:53.6177|Info|Sensor_Service.TickData.convertDataAndSendToDB| message :  message Slave: 1 convertito 
2015-12-16 18:52:53.6177|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:53.6177|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 6 
2015-12-16 18:52:53.6177|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:53.6177|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_READ_MESSAGE 
2015-12-16 18:52:55.8258|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:55.8258|Info|Sensor_Service.TickData.convertDataAndSendToDB| message :  message Slave: 2 convertito 
2015-12-16 18:52:55.8258|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 5 
2015-12-16 18:52:55.8258|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:55.8258|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_READ_MESSAGE 
2015-12-16 18:52:58.3269|Info|Sensor_Service.TickData.TimeOutMaxWaitResponse| message :  Slave Address 3: message Timeout 
2015-12-16 18:52:58.3269|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-16 18:52:58.3269|Info|Sensor_Service.TickData.pollLoop| message :  Num Message To send: 11 
2015-12-16 18:52:58.3269|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-16 18:52:58.3269|Debug|Sensor_Service.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_READ_MESSAGE 
2015-12-16 18:53:00.8297|Info|Sensor_Service.TickData.TimeOutMaxWaitResponse| message :  Slave Address 4: message Timeout 
